Feature.ID	p.Value	rab.all	rab.win.Rh	rab.win.Bs	diff.btw	diff.win	effect	overlap
PWY0-1479	0.0037598707046470558	3.10086211190941	2.9107448018425233	3.239640515252896	0.35531547310194966	0.5936365069231657	0.44442273568320806	0.21580000139947322
PWY0-162	0.01709571969245026	3.7872058757875067	3.6257826669179405	3.884421189240887	0.2625358962683215	0.43305308501557693	0.504918745196945	0.20480000151052793
PWY0-321	6.622506546641213e-5	0.41481723228587697	0.5732926365598834	0.2175715446986155	-0.3270151985188967	0.363922282500142	-0.841235288236093	0.17316536882810177
PWY0-42	4.433946572941093e-4	2.1078564923768965	1.8815557905402338	2.2984546137295574	0.5592750237627864	1.367481432019387	0.43926489685820247	0.24980000111259354
PWY0-781	4.399935461762445e-4	3.243819327582642	3.1375730479987665	3.3441736944280027	0.19196616555302803	0.21508930869549303	0.8225429494032505	0.19060000167129454
PWY490-3	0.0029805350180398373	-0.3538947300673385	-0.2778531697777984	-0.4319786784808537	-0.27533838235218955	0.7762835224279456	-0.3423634291920563	0.3527294546464986
PWY4FS-7	0.008829642654587948	3.8333038891355686	3.666757264008385	3.9343292748536616	0.2842105838245135	0.44102732305593717	0.5344959436977184	0.1962000016053122
PWY4FS-8	0.008906171438068636	3.833901883226098	3.666289880238594	3.9346173217128473	0.27910904531100655	0.42884797710490696	0.5387673501910676	0.20100000155148334
PYRIDNUCSAL-PWY	0.01101001883678728	3.180405960190353	3.0093689686684293	3.298877216121958	0.31828419691662013	0.6024477421486276	0.43689738394356314	0.2188000013709588
PYRIDNUCSYN-PWY	0.00659379885506214	3.4947885219874038	3.313284988767143	3.5998203853728024	0.29157310828967375	0.4669751928329928	0.5216221414929427	0.20020000156028814
PYRIDOXSYN-PWY	4.090989751278078e-6	2.936959053924989	2.7452728529495483	3.0852043502019333	0.47924504384498867	1.1221348244941116	0.5043012574258305	0.23400000123667572
REDCITCYC	5.30749930350581e-4	3.820776253096713	3.705494150552038	3.915923496103918	0.20579456143166075	0.2220812738043385	0.8439508999222095	0.1799640090050076
RHAMCAT-PWY	0.013460180435090981	0.8141585823831745	0.9847436479099443	0.6305946564643703	-0.3216468410875679	0.6131070985096336	-0.42095482935088946	0.2551489712791664
